source,conditionName,url,type
MAYO,Compartment syndrome,https://www.mayoclinic.org/diseases-conditions/chronic-exertional-compartment-syndrome/symptoms-causes/syc-20350830,Overview
MAYO,Complex regional pain syndrome,https://www.mayoclinic.org/diseases-conditions/crps-complex-regional-pain-syndrome/diagnosis-treatment/drc-20371156,Treatment
MAYO,Complex regional pain syndrome,https://www.mayoclinic.org/diseases-conditions/crps-complex-regional-pain-syndrome/symptoms-causes/syc-20371151,Overview
MAYO,Complicated grief,https://www.mayoclinic.org/diseases-conditions/complicated-grief/diagnosis-treatment/drc-20360389,Treatment
MAYO,Complicated grief,https://www.mayoclinic.org/diseases-conditions/complicated-grief/symptoms-causes/syc-20360374,Overview
MAYO,Compulsive gambling,https://www.mayoclinic.org/diseases-conditions/compulsive-gambling/diagnosis-treatment/drc-20355184,Treatment
MAYO,Compulsive gambling,https://www.mayoclinic.org/diseases-conditions/compulsive-gambling/symptoms-causes/syc-20355178,Overview
MAYO,Compulsive hoarding syndrome,https://www.mayoclinic.org/diseases-conditions/hoarding-disorder/diagnosis-treatment/drc-20356062,Treatment
MAYO,Compulsive hoarding syndrome,https://www.mayoclinic.org/diseases-conditions/hoarding-disorder/symptoms-causes/syc-20356056,Overview
MAYO,Compulsive sexual behavior,https://www.mayoclinic.org/diseases-conditions/compulsive-sexual-behavior/diagnosis-treatment/drc-20360453,Treatment
MAYO,Compulsive sexual behavior,https://www.mayoclinic.org/diseases-conditions/compulsive-sexual-behavior/symptoms-causes/syc-20360434,Overview
MAYO,Concussion,https://www.mayoclinic.org/diseases-conditions/concussion/diagnosis-treatment/drc-20355600,Treatment
MAYO,Concussion,https://www.mayoclinic.org/diseases-conditions/concussion/symptoms-causes/syc-20355594,Overview
MAYO,Congenital adrenal hyperplasia,https://www.mayoclinic.org/diseases-conditions/congenital-adrenal-hyperplasia/diagnosis-treatment/drc-20355211,Treatment
MAYO,Congenital adrenal hyperplasia,https://www.mayoclinic.org/diseases-conditions/congenital-adrenal-hyperplasia/symptoms-causes/syc-20355205,Overview
MAYO,Congenital heart defects in children,https://www.mayoclinic.org/diseases-conditions/congenital-heart-defects-children/diagnosis-treatment/drc-20350080,Treatment
MAYO,Congenital heart defects in children,https://www.mayoclinic.org/diseases-conditions/congenital-heart-defects-children/symptoms-causes/syc-20350074,Overview
MAYO,Congenital heart disease in adults,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/diagnosis-treatment/drc-20355461,Treatment
MAYO,Congenital heart disease in adults,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/symptoms-causes/syc-20355456,Overview
MAYO,Congenital mitral valve anomalies,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/diagnosis-treatment/drc-20355461,Treatment
MAYO,Congenital mitral valve anomalies,https://www.mayoclinic.org/diseases-conditions/congenital-mitral-valve-anomalies/cdc-20385802,Overview
MAYO,Congenital myasthenic syndromes,https://www.mayoclinic.org/diseases-conditions/congenital-myasthenic-syndrome/symptoms-causes/syc-20354754,Overview
MAYO,Congenital myopathies,https://www.mayoclinic.org/diseases-conditions/congenital-myopathy/diagnosis-treatment/drc-20355701,Treatment
MAYO,Congenital myopathies,https://www.mayoclinic.org/diseases-conditions/congenital-myopathy/symptoms-causes/syc-20355695,Overview
MAYO,Congestive heart failure,https://www.mayoclinic.org/diseases-conditions/heart-failure/diagnosis-treatment/drc-20373148,Treatment
MAYO,Congestive heart failure,https://www.mayoclinic.org/diseases-conditions/heart-failure/symptoms-causes/syc-20373142,Overview
MAYO,Conjoined twins,https://www.mayoclinic.org/diseases-conditions/conjoined-twins/diagnosis-treatment/drc-20353915,Treatment
MAYO,Conjoined twins,https://www.mayoclinic.org/diseases-conditions/conjoined-twins/symptoms-causes/syc-20353910,Overview
MAYO,Conjunctivitis,https://www.mayoclinic.org/diseases-conditions/pink-eye/diagnosis-treatment/drc-20376360,Treatment
MAYO,Conjunctivitis,https://www.mayoclinic.org/diseases-conditions/pink-eye/symptoms-causes/syc-20376355,Overview
MAYO,Constipation,https://www.mayoclinic.org/diseases-conditions/constipation/diagnosis-treatment/drc-20354259,Treatment
MAYO,Constipation,https://www.mayoclinic.org/diseases-conditions/constipation/symptoms-causes/syc-20354253,Overview
MAYO,Constipation in children,https://www.mayoclinic.org/diseases-conditions/constipation-in-children/diagnosis-treatment/drc-20354248,Treatment
MAYO,Constipation in children,https://www.mayoclinic.org/diseases-conditions/constipation-in-children/symptoms-causes/syc-20354242,Overview
MAYO,Contact dermatitis,https://www.mayoclinic.org/diseases-conditions/contact-dermatitis/diagnosis-treatment/drc-20352748,Treatment
MAYO,Contact dermatitis,https://www.mayoclinic.org/diseases-conditions/contact-dermatitis/symptoms-causes/syc-20352742,Overview
MAYO,Convergence insufficiency,https://www.mayoclinic.org/diseases-conditions/convergence-insufficiency/diagnosis-treatment/drc-20352739,Treatment
MAYO,Convergence insufficiency,https://www.mayoclinic.org/diseases-conditions/convergence-insufficiency/symptoms-causes/syc-20352735,Overview
MAYO,Corns and calluses,https://www.mayoclinic.org/diseases-conditions/corns-and-calluses/diagnosis-treatment/drc-20355951,Treatment
MAYO,Corns and calluses,https://www.mayoclinic.org/diseases-conditions/corns-and-calluses/symptoms-causes/syc-20355946,Overview
MAYO,Coronary artery disease,https://www.mayoclinic.org/diseases-conditions/coronary-artery-disease/diagnosis-treatment/drc-20350619,Treatment
MAYO,Coronary artery disease,https://www.mayoclinic.org/diseases-conditions/coronary-artery-disease/symptoms-causes/syc-20350613,Overview
MAYO,Coronary microvascular disease,https://www.mayoclinic.org/diseases-conditions/small-vessel-disease/diagnosis-treatment/drc-20352123,Treatment
MAYO,Coronary microvascular disease,https://www.mayoclinic.org/diseases-conditions/small-vessel-disease/symptoms-causes/syc-20352117,Overview
MAYO,Coronavirus disease 2019 (COVID-19),https://www.mayoclinic.org/diseases-conditions/coronavirus/diagnosis-treatment/drc-20479976,Treatment
MAYO,Coronavirus disease 2019 (COVID-19),https://www.mayoclinic.org/diseases-conditions/coronavirus/symptoms-causes/syc-20479963,Overview
MAYO,Corticobasal degeneration,https://www.mayoclinic.org/diseases-conditions/corticobasal-degeneration/diagnosis-treatment/drc-20475446,Treatment
MAYO,Corticobasal degeneration,https://www.mayoclinic.org/diseases-conditions/corticobasal-degeneration/symptoms-causes/syc-20354767,Overview
MAYO,Costochondritis,https://www.mayoclinic.org/diseases-conditions/costochondritis/diagnosis-treatment/drc-20371180,Treatment
MAYO,Costochondritis,https://www.mayoclinic.org/diseases-conditions/costochondritis/symptoms-causes/syc-20371175,Overview
MAYO,Costosternal syndrome,https://www.mayoclinic.org/diseases-conditions/costochondritis/diagnosis-treatment/drc-20371180,Treatment
MAYO,Costosternal syndrome,https://www.mayoclinic.org/diseases-conditions/costochondritis/symptoms-causes/syc-20371175,Overview
MAYO,Cough,https://www.mayoclinic.org/diseases-conditions/chronic-cough/diagnosis-treatment/drc-20351580,Treatment
MAYO,Cough,https://www.mayoclinic.org/diseases-conditions/chronic-cough/symptoms-causes/syc-20351575,Overview
MAYO,Cough headaches,https://www.mayoclinic.org/diseases-conditions/primary-cough-headaches/diagnosis-treatment/drc-20371204,Treatment
MAYO,Cough headaches,https://www.mayoclinic.org/diseases-conditions/primary-cough-headaches/symptoms-causes/syc-20371200,Overview
MAYO,Crabs,https://www.mayoclinic.org/diseases-conditions/pubic-lice-crabs/diagnosis-treatment/drc-20350306,Treatment
MAYO,Crabs,https://www.mayoclinic.org/diseases-conditions/pubic-lice-crabs/symptoms-causes/syc-20350300,Overview
MAYO,Cradle cap,https://www.mayoclinic.org/diseases-conditions/cradle-cap/diagnosis-treatment/drc-20350400,Treatment
MAYO,Cradle cap,https://www.mayoclinic.org/diseases-conditions/cradle-cap/symptoms-causes/syc-20350396,Overview
MAYO,Cramp,https://www.mayoclinic.org/diseases-conditions/muscle-cramp/diagnosis-treatment/drc-20350825,Treatment
MAYO,Cramp,https://www.mayoclinic.org/diseases-conditions/muscle-cramp/symptoms-causes/syc-20350820,Overview
MAYO,Craniopharyngioma,https://www.mayoclinic.org/diseases-conditions/brain-tumor/diagnosis-treatment/drc-20350088,Treatment
MAYO,Craniopharyngioma,https://www.mayoclinic.org/diseases-conditions/craniopharyngioma/cdc-20354175,Overview
MAYO,Craniosynostosis,https://www.mayoclinic.org/diseases-conditions/craniosynostosis/diagnosis-treatment/drc-20354517,Treatment
MAYO,Craniosynostosis,https://www.mayoclinic.org/diseases-conditions/craniosynostosis/symptoms-causes/syc-20354513,Overview
MAYO,Creutzfeldt-Jakob disease,https://www.mayoclinic.org/diseases-conditions/creutzfeldt-jakob-disease/diagnosis-treatment/drc-20371230,Treatment
MAYO,Creutzfeldt-Jakob disease,https://www.mayoclinic.org/diseases-conditions/creutzfeldt-jakob-disease/symptoms-causes/syc-20371226,Overview
MAYO,Crohn's disease,https://www.mayoclinic.org/diseases-conditions/crohns-disease/diagnosis-treatment/drc-20353309,Treatment
MAYO,Crohn's disease,https://www.mayoclinic.org/diseases-conditions/crohns-disease/symptoms-causes/syc-20353304,Overview
MAYO,Croup,https://www.mayoclinic.org/diseases-conditions/croup/diagnosis-treatment/drc-20350354,Treatment
MAYO,Croup,https://www.mayoclinic.org/diseases-conditions/croup/symptoms-causes/syc-20350348,Overview
MAYO,Cryoglobulinemia,https://www.mayoclinic.org/diseases-conditions/cryoglobulinemia/diagnosis-treatment/drc-20449756,Treatment
MAYO,Cryoglobulinemia,https://www.mayoclinic.org/diseases-conditions/cryoglobulinemia/symptoms-causes/syc-20371244,Overview
MAYO,Cryptosporidiosis,https://www.mayoclinic.org/diseases-conditions/cryptosporidium/diagnosis-treatment/drc-20351876,Treatment
MAYO,Cryptosporidiosis,https://www.mayoclinic.org/diseases-conditions/cryptosporidium/symptoms-causes/syc-20351870,Overview
MAYO,Cryptosporidium infection,https://www.mayoclinic.org/diseases-conditions/cryptosporidium/diagnosis-treatment/drc-20351876,Treatment
MAYO,Cryptosporidium infection,https://www.mayoclinic.org/diseases-conditions/cryptosporidium/symptoms-causes/syc-20351870,Overview
MAYO,Curvature of the penis,https://www.mayoclinic.org/diseases-conditions/peyronies-disease/diagnosis-treatment/drc-20353473,Treatment
MAYO,Curvature of the penis,https://www.mayoclinic.org/diseases-conditions/peyronies-disease/symptoms-causes/syc-20353468,Overview
MAYO,Cushing syndrome,https://www.mayoclinic.org/diseases-conditions/cushing-syndrome/diagnosis-treatment/drc-20351314,Treatment
MAYO,Cushing syndrome,https://www.mayoclinic.org/diseases-conditions/cushing-syndrome/symptoms-causes/syc-20351310,Overview
MAYO,Cutaneous B-cell lymphoma,https://www.mayoclinic.org/diseases-conditions/cutaneous-b-cell-lymphoma/cdc-20352953,Overview
MAYO,Cutaneous T-cell lymphoma,https://www.mayoclinic.org/diseases-conditions/cutaneous-t-cell-lymphoma/diagnosis-treatment/drc-20351057,Treatment
MAYO,Cutaneous T-cell lymphoma,https://www.mayoclinic.org/diseases-conditions/cutaneous-t-cell-lymphoma/symptoms-causes/syc-20351056,Overview
MAYO,Cyclic vomiting syndrome,https://www.mayoclinic.org/diseases-conditions/cyclic-vomiting-syndrome/diagnosis-treatment/drc-20352167,Treatment
MAYO,Cyclic vomiting syndrome,https://www.mayoclinic.org/diseases-conditions/cyclic-vomiting-syndrome/symptoms-causes/syc-20352161,Overview
MAYO,Cyclospora infection,https://www.mayoclinic.org/diseases-conditions/cyclospora/diagnosis-treatment/drc-20353074,Treatment
MAYO,Cyclospora infection,https://www.mayoclinic.org/diseases-conditions/cyclospora/symptoms-causes/syc-20353068,Overview
MAYO,Cyclothymia (cyclothymic disorder),https://www.mayoclinic.org/diseases-conditions/cyclothymia/diagnosis-treatment/drc-20371281,Treatment
MAYO,Cyclothymia (cyclothymic disorder),https://www.mayoclinic.org/diseases-conditions/cyclothymia/symptoms-causes/syc-20371275,Overview
MAYO,Cyclothymic disorder,https://www.mayoclinic.org/diseases-conditions/cyclothymia/diagnosis-treatment/drc-20371281,Treatment
MAYO,Cyclothymic disorder,https://www.mayoclinic.org/diseases-conditions/cyclothymia/symptoms-causes/syc-20371275,Overview
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/bartholin-cyst/diagnosis-treatment/drc-20369981,Treatment
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/ganglion-cyst/diagnosis-treatment/drc-20351160,Treatment
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/kidney-cysts/diagnosis-treatment/drc-20374138,Treatment
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/ovarian-cysts/diagnosis-treatment/drc-20353411,Treatment
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/pancreatic-cysts/diagnosis-treatment/drc-20375997,Treatment
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/pilonidal-cyst/diagnosis-treatment/drc-20376332,Treatment
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/spermatocele/diagnosis-treatment/drc-20377833,Treatment
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/bartholin-cyst/symptoms-causes/syc-20369976,Overview
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/ganglion-cyst/symptoms-causes/syc-20351156,Overview
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/kidney-cysts/symptoms-causes/syc-20374134,Overview
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/ovarian-cysts/symptoms-causes/syc-20353405,Overview
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/pancreatic-cysts/symptoms-causes/syc-20375993,Overview
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/pilonidal-cyst/symptoms-causes/syc-20376329,Overview
MAYO,Cyst,https://www.mayoclinic.org/diseases-conditions/spermatocele/symptoms-causes/syc-20377829,Overview
MAYO,Cystic fibrosis,https://www.mayoclinic.org/diseases-conditions/cystic-fibrosis/diagnosis-treatment/drc-20353706,Treatment
MAYO,Cystic fibrosis,https://www.mayoclinic.org/diseases-conditions/cystic-fibrosis/symptoms-causes/syc-20353700,Overview
MAYO,Cystitis,https://www.mayoclinic.org/diseases-conditions/cystitis/diagnosis-treatment/drc-20371311,Treatment
MAYO,Cystitis,https://www.mayoclinic.org/diseases-conditions/cystitis/symptoms-causes/syc-20371306,Overview
MAYO,Cytomegalovirus (CMV) infection,https://www.mayoclinic.org/diseases-conditions/cmv/diagnosis-treatment/drc-20355364,Treatment
MAYO,Cytomegalovirus (CMV) infection,https://www.mayoclinic.org/diseases-conditions/cmv/symptoms-causes/syc-20355358,Overview
MAYO,Cytomegalovirus infection,https://www.mayoclinic.org/diseases-conditions/cmv/diagnosis-treatment/drc-20355364,Treatment
MAYO,Cytomegalovirus infection,https://www.mayoclinic.org/diseases-conditions/cmv/symptoms-causes/syc-20355358,Overview
MAYO,DFSP,https://www.mayoclinic.org/diseases-conditions/dermatofibrosarcoma-protuberans/cdc-20352949,Overview
MAYO,DISH,https://www.mayoclinic.org/diseases-conditions/diffuse-idiopathic-skeletal-hyperostosis/diagnosis-treatment/drc-20371666,Treatment
MAYO,DISH,https://www.mayoclinic.org/diseases-conditions/diffuse-idiopathic-skeletal-hyperostosis/symptoms-causes/syc-20371661,Overview
MAYO,DSPS,https://www.mayoclinic.org/diseases-conditions/delayed-sleep-phase/diagnosis-treatment/drc-20353341,Treatment
MAYO,DSPS,https://www.mayoclinic.org/diseases-conditions/delayed-sleep-phase/symptoms-causes/syc-20353340,Overview
MAYO,DSRCT,https://www.mayoclinic.org/diseases-conditions/dsrct/diagnosis-treatment/drc-20449484,Treatment
MAYO,DSRCT,https://www.mayoclinic.org/diseases-conditions/dsrct/symptoms-causes/syc-20355405,Overview
MAYO,DVT,https://www.mayoclinic.org/diseases-conditions/deep-vein-thrombosis/diagnosis-treatment/drc-20352563,Treatment
MAYO,DVT,https://www.mayoclinic.org/diseases-conditions/deep-vein-thrombosis/symptoms-causes/syc-20352557,Overview
MAYO,Dandruff,https://www.mayoclinic.org/diseases-conditions/dandruff/diagnosis-treatment/drc-20353854,Treatment
MAYO,Dandruff,https://www.mayoclinic.org/diseases-conditions/dandruff/symptoms-causes/syc-20353850,Overview
MAYO,De Quervain's tenosynovitis,https://www.mayoclinic.org/diseases-conditions/de-quervains-tenosynovitis/diagnosis-treatment/drc-20371337,Treatment
MAYO,De Quervain's tenosynovitis,https://www.mayoclinic.org/diseases-conditions/de-quervains-tenosynovitis/symptoms-causes/syc-20371332,Overview
MAYO,Deep vein thrombosis (DVT),https://www.mayoclinic.org/diseases-conditions/deep-vein-thrombosis/diagnosis-treatment/drc-20352563,Treatment
MAYO,Deep vein thrombosis (DVT),https://www.mayoclinic.org/diseases-conditions/deep-vein-thrombosis/symptoms-causes/syc-20352557,Overview
MAYO,Degenerative arthritis,https://www.mayoclinic.org/diseases-conditions/osteoarthritis/diagnosis-treatment/drc-20351930,Treatment
MAYO,Degenerative arthritis,https://www.mayoclinic.org/diseases-conditions/osteoarthritis/symptoms-causes/syc-20351925,Overview
MAYO,Dehydration,https://www.mayoclinic.org/diseases-conditions/dehydration/diagnosis-treatment/drc-20354092,Treatment
MAYO,Dehydration,https://www.mayoclinic.org/diseases-conditions/dehydration/symptoms-causes/syc-20354086,Overview
MAYO,Delayed ejaculation,https://www.mayoclinic.org/diseases-conditions/delayed-ejaculation/diagnosis-treatment/drc-20371363,Treatment
MAYO,Delayed ejaculation,https://www.mayoclinic.org/diseases-conditions/delayed-ejaculation/symptoms-causes/syc-20371358,Overview
MAYO,Delayed sleep phase,https://www.mayoclinic.org/diseases-conditions/delayed-sleep-phase/diagnosis-treatment/drc-20353341,Treatment
MAYO,Delayed sleep phase,https://www.mayoclinic.org/diseases-conditions/delayed-sleep-phase/symptoms-causes/syc-20353340,Overview
MAYO,Delirium,https://www.mayoclinic.org/diseases-conditions/delirium/diagnosis-treatment/drc-20371391,Treatment
MAYO,Delirium,https://www.mayoclinic.org/diseases-conditions/delirium/symptoms-causes/syc-20371386,Overview
MAYO,Dementia,https://www.mayoclinic.org/diseases-conditions/dementia/diagnosis-treatment/drc-20352019,Treatment
MAYO,Dementia,https://www.mayoclinic.org/diseases-conditions/lewy-body-dementia/diagnosis-treatment/drc-20352030,Treatment
MAYO,Dementia,https://www.mayoclinic.org/diseases-conditions/vascular-dementia/diagnosis-treatment/drc-20378798,Treatment
MAYO,Dementia,https://www.mayoclinic.org/diseases-conditions/dementia/symptoms-causes/syc-20352013,Overview
MAYO,Dementia,https://www.mayoclinic.org/diseases-conditions/lewy-body-dementia/symptoms-causes/syc-20352025,Overview
MAYO,Dementia,https://www.mayoclinic.org/diseases-conditions/vascular-dementia/symptoms-causes/syc-20378793,Overview
MAYO,Dengue fever,https://www.mayoclinic.org/diseases-conditions/dengue-fever/diagnosis-treatment/drc-20353084,Treatment
MAYO,Dengue fever,https://www.mayoclinic.org/diseases-conditions/dengue-fever/symptoms-causes/syc-20353078,Overview
MAYO,Dengue hemorrhagic fever,https://www.mayoclinic.org/diseases-conditions/dengue-fever/diagnosis-treatment/drc-20353084,Treatment
MAYO,Dengue hemorrhagic fever,https://www.mayoclinic.org/diseases-conditions/dengue-fever/symptoms-causes/syc-20353078,Overview
MAYO,Depersonalization-derealization disorder,https://www.mayoclinic.org/diseases-conditions/depersonalization-derealization-disorder/diagnosis-treatment/drc-20352916,Treatment
MAYO,Depersonalization-derealization disorder,https://www.mayoclinic.org/diseases-conditions/depersonalization-derealization-disorder/symptoms-causes/syc-20352911,Overview
MAYO,Depression,https://www.mayoclinic.org/diseases-conditions/postpartum-depression/diagnosis-treatment/drc-20376623,Treatment
MAYO,Depression,https://www.mayoclinic.org/diseases-conditions/teen-depression/diagnosis-treatment/drc-20350991,Treatment
MAYO,Depression,https://www.mayoclinic.org/diseases-conditions/postpartum-depression/symptoms-causes/syc-20376617,Overview
MAYO,Depression,https://www.mayoclinic.org/diseases-conditions/teen-depression/symptoms-causes/syc-20350985,Overview
MAYO,Depression (major depressive disorder),https://www.mayoclinic.org/diseases-conditions/depression/diagnosis-treatment/drc-20356013,Treatment
MAYO,Depression (major depressive disorder),https://www.mayoclinic.org/diseases-conditions/depression/symptoms-causes/syc-20356007,Overview
MAYO,Dermatitis,https://www.mayoclinic.org/diseases-conditions/contact-dermatitis/diagnosis-treatment/drc-20352748,Treatment
MAYO,Dermatitis,https://www.mayoclinic.org/diseases-conditions/dermatitis-eczema/diagnosis-treatment/drc-20352386,Treatment
MAYO,Dermatitis,https://www.mayoclinic.org/diseases-conditions/seborrheic-dermatitis/diagnosis-treatment/drc-20352714,Treatment
MAYO,Dermatitis,https://www.mayoclinic.org/diseases-conditions/swimmers-itch/diagnosis-treatment/drc-20355049,Treatment
MAYO,Dermatitis,https://www.mayoclinic.org/diseases-conditions/contact-dermatitis/symptoms-causes/syc-20352742,Overview
MAYO,Dermatitis,https://www.mayoclinic.org/diseases-conditions/dermatitis-eczema/symptoms-causes/syc-20352380,Overview
MAYO,Dermatitis,https://www.mayoclinic.org/diseases-conditions/seborrheic-dermatitis/symptoms-causes/syc-20352710,Overview
MAYO,Dermatitis,https://www.mayoclinic.org/diseases-conditions/swimmers-itch/symptoms-causes/syc-20355043,Overview
MAYO,Dermatofibrosarcoma protuberans,https://www.mayoclinic.org/diseases-conditions/dermatofibrosarcoma-protuberans/cdc-20352949,Overview
MAYO,Dermatographia,https://www.mayoclinic.org/diseases-conditions/dermatographia/diagnosis-treatment/drc-20371415,Treatment
MAYO,Dermatographia,https://www.mayoclinic.org/diseases-conditions/dermatographia/symptoms-causes/syc-20371411,Overview
MAYO,Dermatomyositis,https://www.mayoclinic.org/diseases-conditions/dermatomyositis/diagnosis-treatment/drc-20353192,Treatment
MAYO,Dermatomyositis,https://www.mayoclinic.org/diseases-conditions/dermatomyositis/symptoms-causes/syc-20353188,Overview
MAYO,Desmoid tumors,https://www.mayoclinic.org/diseases-conditions/desmoid-tumors/diagnosis-treatment/drc-20446388,Treatment
MAYO,Desmoid tumors,https://www.mayoclinic.org/diseases-conditions/desmoid-tumors/symptoms-causes/syc-20355083,Overview
MAYO,Desmoplastic small round cell tumors,https://www.mayoclinic.org/diseases-conditions/dsrct/diagnosis-treatment/drc-20449484,Treatment
MAYO,Desmoplastic small round cell tumors,https://www.mayoclinic.org/diseases-conditions/dsrct/symptoms-causes/syc-20355405,Overview
MAYO,Detached retina,https://www.mayoclinic.org/diseases-conditions/retinal-detachment/diagnosis-treatment/drc-20351348,Treatment
MAYO,Detached retina,https://www.mayoclinic.org/diseases-conditions/retinal-detachment/symptoms-causes/syc-20351344,Overview
MAYO,Developmental dysplasia of the hip,https://www.mayoclinic.org/diseases-conditions/hip-dysplasia/diagnosis-treatment/drc-20350214,Treatment
MAYO,Developmental dysplasia of the hip,https://www.mayoclinic.org/diseases-conditions/hip-dysplasia/symptoms-causes/syc-20350209,Overview
MAYO,Deviated septum,https://www.mayoclinic.org/diseases-conditions/deviated-septum/diagnosis-treatment/drc-20351716,Treatment
MAYO,Deviated septum,https://www.mayoclinic.org/diseases-conditions/deviated-septum/symptoms-causes/syc-20351710,Overview
MAYO,DiGeorge syndrome (22q11.2 deletion syndrome),https://www.mayoclinic.org/diseases-conditions/digeorge-syndrome/diagnosis-treatment/drc-20353548,Treatment
MAYO,DiGeorge syndrome (22q11.2 deletion syndrome),https://www.mayoclinic.org/diseases-conditions/digeorge-syndrome/symptoms-causes/syc-20353543,Overview
MAYO,Diabetes,https://www.mayoclinic.org/diseases-conditions/diabetes/diagnosis-treatment/drc-20371451,Treatment
MAYO,Diabetes,https://www.mayoclinic.org/diseases-conditions/gestational-diabetes/diagnosis-treatment/drc-20355345,Treatment
MAYO,Diabetes,https://www.mayoclinic.org/diseases-conditions/type-1-diabetes-in-children/diagnosis-treatment/drc-20355312,Treatment
MAYO,Diabetes,https://www.mayoclinic.org/diseases-conditions/type-1-diabetes/diagnosis-treatment/drc-20353017,Treatment
MAYO,Diabetes,https://www.mayoclinic.org/diseases-conditions/type-2-diabetes-in-children/diagnosis-treatment/drc-20355324,Treatment
MAYO,Diabetes,https://www.mayoclinic.org/diseases-conditions/type-2-diabetes/diagnosis-treatment/drc-20351199,Treatment
MAYO,Diabetes,https://www.mayoclinic.org/diseases-conditions/diabetes/symptoms-causes/syc-20371444,Overview
MAYO,Diabetes,https://www.mayoclinic.org/diseases-conditions/gestational-diabetes/symptoms-causes/syc-20355339,Overview
MAYO,Diabetes,https://www.mayoclinic.org/diseases-conditions/type-1-diabetes-in-children/symptoms-causes/syc-20355306,Overview
MAYO,Diabetes,https://www.mayoclinic.org/diseases-conditions/type-1-diabetes/symptoms-causes/syc-20353011,Overview
MAYO,Diabetes,https://www.mayoclinic.org/diseases-conditions/type-2-diabetes-in-children/symptoms-causes/syc-20355318,Overview
MAYO,Diabetes,https://www.mayoclinic.org/diseases-conditions/type-2-diabetes/symptoms-causes/syc-20351193,Overview
MAYO,Diabetes insipidus,https://www.mayoclinic.org/diseases-conditions/diabetes-insipidus/diagnosis-treatment/drc-20351274,Treatment
MAYO,Diabetes insipidus,https://www.mayoclinic.org/diseases-conditions/diabetes-insipidus/symptoms-causes/syc-20351269,Overview
MAYO,Diabetes mellitus,https://www.mayoclinic.org/diseases-conditions/diabetes/diagnosis-treatment/drc-20371451,Treatment
MAYO,Diabetes mellitus,https://www.mayoclinic.org/diseases-conditions/diabetes/symptoms-causes/syc-20371444,Overview
MAYO,Diabetic coma,https://www.mayoclinic.org/diseases-conditions/diabetic-coma/diagnosis-treatment/drc-20371479,Treatment
MAYO,Diabetic coma,https://www.mayoclinic.org/diseases-conditions/diabetic-coma/symptoms-causes/syc-20371475,Overview
MAYO,Diabetic hyperosmolar syndrome,https://www.mayoclinic.org/diseases-conditions/diabetic-hyperosmolar-syndrome/diagnosis-treatment/drc-20371505,Treatment
MAYO,Diabetic hyperosmolar syndrome,https://www.mayoclinic.org/diseases-conditions/diabetic-hyperosmolar-syndrome/symptoms-causes/syc-20371501,Overview
MAYO,Diabetic hypoglycemia,https://www.mayoclinic.org/diseases-conditions/diabetic-hypoglycemia/diagnosis-treatment/drc-20371529,Treatment
MAYO,Diabetic hypoglycemia,https://www.mayoclinic.org/diseases-conditions/diabetic-hypoglycemia/symptoms-causes/syc-20371525,Overview
MAYO,Diabetic ketoacidosis,https://www.mayoclinic.org/diseases-conditions/diabetic-ketoacidosis/diagnosis-treatment/drc-20371555,Treatment
MAYO,Diabetic ketoacidosis,https://www.mayoclinic.org/diseases-conditions/diabetic-ketoacidosis/symptoms-causes/syc-20371551,Overview
MAYO,Diabetic nephropathy (kidney disease),https://www.mayoclinic.org/diseases-conditions/diabetic-nephropathy/diagnosis-treatment/drc-20354562,Treatment
MAYO,Diabetic nephropathy (kidney disease),https://www.mayoclinic.org/diseases-conditions/diabetic-nephropathy/symptoms-causes/syc-20354556,Overview
MAYO,Diabetic neuropathy,https://www.mayoclinic.org/diseases-conditions/diabetic-neuropathy/diagnosis-treatment/drc-20371587,Treatment
MAYO,Diabetic neuropathy,https://www.mayoclinic.org/diseases-conditions/diabetic-neuropathy/symptoms-causes/syc-20371580,Overview
MAYO,Diabetic retinopathy,https://www.mayoclinic.org/diseases-conditions/diabetic-retinopathy/diagnosis-treatment/drc-20371617,Treatment
MAYO,Diabetic retinopathy,https://www.mayoclinic.org/diseases-conditions/diabetic-retinopathy/symptoms-causes/syc-20371611,Overview
MAYO,Diaper rash,https://www.mayoclinic.org/diseases-conditions/diaper-rash/diagnosis-treatment/drc-20371641,Treatment
MAYO,Diaper rash,https://www.mayoclinic.org/diseases-conditions/diaper-rash/symptoms-causes/syc-20371636,Overview
